organization_id,name,organization_type,target_lists,status,city,website,linkedin_url,source_kind,source_url,discovered_at,last_updated_at,notes
org-doximity,Doximity,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/doximity,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=740 Employees | location=Fully Remote | jobs_count=1 | tags=healthtech,information technology,mobile,productivity,software,analytics,telehealth | description=Founded in 2010, Doximity is the leading digital platform for U.S. medical professionals. Our network members include over 80% of U.S. physicians across all states and every medical specialty. Our mission is to help every physician be more productive and provide better care for their patients. We are physicians-first, putting technology to work for doctors instead of the other way around...."
org-fareharbor,FareHarbor,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/fareharbor,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=960 Employees | location=6 Offices | jobs_count=1 | tags=sales,software,travel | description=Founded in 2013 in Hawaii and acquired by Booking Holdings in 2018, FareHarbor creates powerful tools that enable our clients (think boat rentals, museums, food tours, events and more!) to operate and grow. With over 20,000 clients across 90+ countries—we’re the largest in our industry and shaping the future of travel, together. Our team is an ‘Ohana of 900+..."
org-grow-therapy,Grow Therapy,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/grow-therapy,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=460 Employees | location=3 Offices | jobs_count=1 | tags=healthtech,social impact,software | description=We see technology not as a layer on top of care, but as the connective tissue that helps it grow. Grow Therapy is an online therapy platform that helps you find a therapist who gets you—and takes your insurance. Grow was founded to create end-to-end systems that make therapy easier on both sides: helping therapists launch and grow thriving private practices..."
org-gusto,Gusto,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/gusto,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=4,405 Employees | location=4 Offices | jobs_count=1 | tags=fintech,hr tech | description=Gusto is a modern, online small business platform that helps small businesses take care of their teams. On top of full-service payroll, Gusto offers health insurance, 401(k)s, expert HR, and team management tools. Today, Gusto offices in Denver, San Francisco, and New York serve more than 400,000 businesses. Our customers come from all walks of life, and so do we. We..."
org-logicmonitor,LogicMonitor,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/logicmonitor,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=1,100 Employees | location=8 Offices | jobs_count=1 | tags=artificial intelligence,cloud,information technology,machine learning,software | description=LogicMonitor® is the AI-first hybrid observability platform powering the next generation of digital infrastructure. LogicMonitor delivers complete visibility and actionable intelligence across on-premises, cloud, and edge environments. By anticipating issues before they strike, optimizing resources in real time, and enabling faster, smarter decisions, LogicMonitor helps IT and business leaders protect margins, accelerate innovation, and deliver exceptional digital experiences without compromise...."
org-zynga,Zynga,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/zynga,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=2,449 Employees | location=6 Offices | jobs_count=1 | description=Zynga was founded in 2007 with the vision that play would become one of the core activities on the Internet. We pioneered social games with the belief that if we could make games simple, accessible and social the world would start playing. We are excited that games have grown to become the second most popular activity by time spent, even..."
org-sofi,SoFi,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/sofi,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=4,500 Employees | location=7 Offices | jobs_count=1 | tags=fintech,mobile,software,financial services | description=SoFi wasn’t built to be a bank. Or a technology company. We were built for one mission: help people achieve financial independence so they can realize their ambitions. Redefining an entire industry isn’t easy work—and it’s not for the faint of heart. It takes a certain kind of team. People with diverse perspectives and expertise, united by a common sense of..."
org-alchemy,Alchemy,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/alchemy,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=250 Employees | location=3 Offices | jobs_count=1 | tags=blockchain,cloud,fintech,information technology,software,cryptocurrency,web3 | description=Alchemy powers the top blockchain companies globally and has been featured in TechCrunch, Forbes, Bloomberg, and elsewhere. Our mission is to bring web3 to a billion people, by providing builders with the tools they need to build exceptional onchain products. Alchemy is the only complete developer platform that offers the powerful APIs, SDKs, and tools necessary to build and scale onchain..."
org-hex,Hex,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/hex,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=160 Employees | location=2 Offices | jobs_count=1 | tags=artificial intelligence,big data,software,analytics,business intelligence,big data analytics | description=Hex is changing the way people work with data. Our platform makes analytics workflows more powerful, collaborative, and shareable. Hex solves key pain points with today's data and analytics tooling, and is loved by thousands of users all over the world for the beautiful UI, new superpowers, and boundless flexibility. We are a tight-knit crew of engineers, designers, and data aficionados...."
org-workwhile,WorkWhile,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/workwhile,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=100 Employees | location=4 Offices | jobs_count=1 | tags=artificial intelligence,hr tech,information technology,machine learning,software,app development,industrial | description=WorkWhile is an AI-powered next generation labor platform that helps businesses in light industrial, hospitality, and events achieve over 90% fill rates and reduce no-shows through AI and predictive machine learning. We ensure seamless shift execution with trained, on-demand workers supported by on-site leads, real-time performance monitoring, and a robust accountability system. Our worker-first model boosts retention through benefits like..."
org-motive,Motive,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/motive,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=4,000 Employees | location=9 Offices | jobs_count=1 | tags=artificial intelligence,fintech,hardware,information technology,sales,software,transportation | description=Motive builds technology to improve the safety, productivity, and profitability of businesses that power the physical economy. The Motive Automated Operations Platform combines IoT hardware with AI-powered applications to automate vehicle and equipment tracking, driver safety, compliance, maintenance, spend management, and more. Motive serves more than 120,000 businesses, across a wide range of industries including trucking and logistics, construction, oil..."
org-freed,Freed,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/freed-ai,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=59 Employees | location=San Francisco | jobs_count=1 | tags=artificial intelligence,healthtech,software | description=At Freed, we’re on a mission to give clinicians their time back - because healthcare professionals should be caring for patients, not drowning in paperwork. Every year, doctors and clinicians spend thousands of hours documenting care. That’s time lost to late nights, burnout, and administrative overload. Freed is changing that. We’ve built a powerful, AI-driven medical scribe that listens in on..."
org-chime,Chime,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/chime,2026-05-27T12:03:10+00:00,2026-05-27T12:03:10+00:00,"team_size=1,500 Employees | location=3 Offices | jobs_count=1 | tags=fintech,machine learning,mobile,security,software | description=Chime was created because we believe everyone can Unlock Financial Progress, and we want to develop solutions and services to empower people to succeed. The premise upon which we started Chime is simple: basic banking services should be helpful, transparent, and easy. Our suite of tools and platforms give our members the ability to have more control over their money..."
org-fractional-ai,Fractional AI,company,referrals;linkedin,Outreach in progress,,,,linkedin,https://www.linkedin.com/search/results/people/,2026-05-27T15:02:48+00:00,2026-05-27T15:02:48+00:00,LinkedIn outreach send results tracked from invite-send-batch artifact.
org-gojiberry-ai,Gojiberry AI,startup,yc;startup;sf;hiring,Researching,San Francisco,,,yc_directory,https://www.ycombinator.com/companies/gojiberry-ai,2026-05-28T19:00:16+00:00,2026-05-28T19:00:16+00:00,"batch=P2026 | team_size=7 employees | location=San Francisco | jobs_count=1 | tags=artificial-intelligence,sales | description=Gojiberry is building the AI GTM team for B2B companies. We start with outbound: Gojiberry finds buyers showing intent, enriches them, reaches out, follows up, handles replies, and books qualified meetings. Companies use Gojiberry to replace the old way of doing outbound: buying tools, hiring SDRs & agencies, testing lists, writing messages, and guessing what works. Gojiberry turns it into one AI team that finds buyers and books meetings. Every campaign makes Gojiberry smarter. It learns which buyers convert, which signals matter, which messages get replies, and which actions create revenue. Over time, Gojiberry uses what works across similar companies and industries to help every new customer get better results from day one. Long term, Gojiberry will become the system that finds every revenue opportunity and acts on it: outbound leads, website visitors, inbound leads, old CRM leads, replies, meetings, CRM updates, new campaign ideas, and account expansion. The goal is to make every B2B company able to run a high-performing GTM team without hiring one. We grew from $0 to $2.5M ARR in 10 months, are growing 35% MoM, profitable, and used by 2,000+ customers. Customers get 2-5x more positive replies than traditional outbound. b2b"
org-merlin-ai,Merlin AI,startup,yc;startup;la,Discovered,Los Angeles,,,yc_directory,https://www.ycombinator.com/companies/merlin-ai,2026-05-28T19:00:17+00:00,2026-05-28T19:00:17+00:00,"batch=S2024 | team_size=28 employees | location=Los Angeles, CA, USA | tags=construction,enterprise-software,saas,ai | description=Merlin is an AI-powered ERP for construction companies. We provide construction companies with a single, AI-powered platform to manage their entire business operations. Our platform unifies project management, materials management, finance, estimating, and CRM—traditionally scattered across multiple systems—into one cohesive solution. For the first time, construction firms can automate and oversee every aspect of their projects in a single, intuitive system. Today, construction companies pay for 8-17 different tools - that we eliminate the need for. We reduce - Manual work by 60% - Cut software costs by $10,000 monthly - Complete projects 3x faster. Why Now? We're witnessing a perfect storm of factors: decades of stagnation in traditional ERP systems, a multi-billion-dollar industry built on misaligned incentives, and the transformative potential of AI. This confluence creates a rare cyclical opportunity for market upheaval. The last major shift in this space occurred in the 1990s with the advent of digital systems, and now, 30 years later, we're on the cusp of another seismic change. Customers are crying out for innovation and as AI reshapes the landscape, early customer signals indicate an eagerness for smarter, more efficient systems. It's a unique window of opportunity that opens perhaps once in a multi-decade chance to redefine an entire industry's operational backbone. Team: KS, a BITS Pilani grad and successful startup co-founder, and Ayantika, an IIT alumni and tech expert, bring extensive coding and product development expertise together bringing about over a decade of technical expertise. Sneha ( that’s me), with over a decade of experience in supply chain management and lean manufacturing within the construction industry, has lived the pain of using ERPs in this industry. b2b"
org-pwc,PwC,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/pwc,2026-05-28T19:00:18+00:00,2026-05-28T19:00:18+00:00,"team_size=370,000 Employees | location=74 Offices | jobs_count=1 | tags=artificial intelligence,professional services,business intelligence,consulting,cybersecurity,generative ai | description=Build what’s next — with tech that matters PwC provides professional services across Audit and Assurance, Advisory and Tax — powered by a global network of over 370,000 people in 149 countries. You may know us for our business expertise, but technology is core to how we help clients move faster, build trust and deliver meaningful outcomes. As a technologist, you’ll work..."
org-celonis,Celonis,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/celonis,2026-05-28T19:00:18+00:00,2026-05-28T19:00:18+00:00,"team_size=3,000 Employees | location=15 Offices | jobs_count=1 | tags=big data,information technology,productivity,software,analytics,business intelligence,consulting | description=Celonis makes processes work — for people, companies, and the planet. Powered by process mining and AI, the Celonis Process Intelligence Platform integrates process data and business context to create a living digital twin of business operations. We enable thousands of companies worldwide to understand how their business actually runs and, together with their partners, build intelligent solutions that transform..."
org-graymatter-robotics,GrayMatter Robotics,company,built_in;la;companies,Researching,Headquartered in sunny Los Angeles,,,startup_directory,https://www.builtinla.com/company/graymatter-robotics,2026-05-28T19:00:18+00:00,2026-05-28T19:00:18+00:00,"team_size=90 Employees | location=Headquartered in sunny Los Angeles, GrayMatter Robotics is an AI robotics company that builds the factories of the future today, empowering people, creating safer workplaces, and shaping a more prosperous society. We build next-generation factories that transcend human constraints, driving exponential productivity and sustainable economic growth. Our technology brings together robotics, Physical AI, and human ingenuity to create intelligent systems... | jobs_count=1 | tags=artificial intelligence,hardware,productivity,robotics,software,automation,manufacturing | description=Carson"
org-atlassian,Atlassian,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/atlassian,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=11,000 Employees | location=16 Offices | jobs_count=1 | tags=cloud,information technology,productivity,security,software,app development,automation | description=Atlassian creates teamwork solutions for high-performing teams. Our portfolio of collaboration and work management software products includes Jira, Confluence, Trello, Loom and Rovo. More than 300,000 businesses worldwide rely on Atlassian’s technology, including 80 percent of Fortune 500 companies. Our solutions support various business teams and they help organizations plan, track, and deliver their biggest ideas together."
org-braze,Braze,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/braze,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=2,000 Employees | location=15 Offices | jobs_count=1 | tags=marketing tech,mobile,software | description=At Braze, we believe in the passion of our people. We seek to ignite that passion by setting high standards, championing teamwork, and creating work-life harmony. We thrive when people add their unique perspectives to our ever-growing teams—and we strive to empower you to make an impact that fuels both you, and our business."
org-benchling,Benchling,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/benchling,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=605 Employees | location=4 Offices | jobs_count=1 | tags=cloud,healthtech,social impact,software,biotech | description=Biotechnology is rewriting life as we know it, from the medicines we take, to the crops we grow, and the household goods that we rely on every day. But moving at the new speed of science requires better technology. Benchling’s mission is to unlock the power of biotechnology. The world’s most innovative biotech companies use Benchling’s R&D Cloud to power the..."
org-pagerduty,PagerDuty,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/pagerduty,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=1,200 Employees | location=8 Offices | jobs_count=1 | tags=artificial intelligence,cloud,information technology,machine learning,software,big data analytics,automation | description=PagerDuty, Inc. (NYSE:PD) is a global leader in digital operations management, enabling customers to achieve operational efficiency at scale with the PagerDuty Operations Cloud. The PagerDuty Operations Cloud combines AIOps, Automation, Customer Service Operations and Incident Management with a powerful generative AI assistant to create a flexible, resilient and scalable platform to increase innovation velocity, grow revenue, reduce cost, and..."
org-opendoor,Opendoor,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/opendoor,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=1,600 Employees | location=10 Offices | jobs_count=1 | tags=ecommerce,fintech,real estate,software,proptech | description=Founded in 2014, Opendoor’s mission is to empower everyone with the freedom to move. We believe the traditional real estate process is broken and confusing. It often comes with unexpected costs, the added burden of coordinating multiple third parties and the uncertainty of a transaction falling through. Our goal is simple: build a digital, end-to-end customer experience that makes buying..."
org-cisco-thousandeyes,Cisco ThousandEyes,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/thousandeyes-part-cisco,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=1,100 Employees | location=7 Offices | jobs_count=1 | tags=cloud,software | description=Cisco ThousandEyes is a Digital Experience Assurance platform that empowers organizations to deliver flawless digital experiences across every network – even the ones they don’t own. Powered by AI and an unmatched set of cloud, internet and enterprise network telemetry data, ThousandEyes enables IT teams to proactively detect, diagnose, and remediate issues – before they impact end- user experiences. ThousandEyes..."
org-idler,Idler,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/idlersai,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,team_size=6 Employees | location=San Francisco | jobs_count=1 | description=Idler builds reinforcement learning environments that teach AI models to code at expert human levels. We create training environments based on real-world coding scenarios that prepare models for the complex challenges they'll face in production.
org-eliseai,EliseAI,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/eliseai,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=400 Employees | location=5 Offices | jobs_count=1 | tags=artificial intelligence,healthtech,machine learning,natural language processing,real estate | description=EliseAI builds vertical AI agents for housing and healthcare — sectors that together make up nearly 40% of household spending. These agents automate high-volume workflows like leasing, maintenance, renewals, and patient intake, helping organizations cut costs, improve efficiency, and deliver better experiences. How does it work? EliseAI integrates directly into operational workflows: Housing: Manages leasing, maintenance, renewals, billing, and resident communication. Healthcare: Handles intake,..."
org-collectly,Collectly,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/collectly,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=100 Employees | location=2 Offices | jobs_count=1 | tags=artificial intelligence,healthtech,information technology,software,conversational ai,generative ai,automation | description=Collectly is a fast-growing healthcare tech startup leading the charge in transforming the U.S. healthcare market through AI-driven innovation. In the U.S., millions of patients interact with healthcare providers daily, navigating a system that often struggles with inefficiencies, administrative burdens, and suboptimal financial experiences. At the forefront of the AI boom, Collectly is redefining revenue cycle management (RCM) by applying cutting-edge..."
org-assembled,Assembled,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/assembled,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=130 Employees | location=3 Offices | jobs_count=1 | tags=artificial intelligence,software,automation | description=Industry leaders like Etsy, Robinhood, and Stripe trust Assembled to provide customer-facing AI agents and workforce planning at scale. We automatically resolve millions of interactions through chat, email, and phone while optimizing staffing for hundreds of thousands of support professionals. Our mission is to elevate customer support through AI-powered software that makes life easier for customers and employees."
org-hebbia,Hebbia,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/hebbia-ai,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=120 Employees | location=3 Offices | jobs_count=1 | tags=artificial intelligence,machine learning,natural language processing,software,financial services,generative ai | description=Founded in 2020 by George Sivulka and backed by Peter Thiel and Andreessen Horowitz, Hebbia powers investment decisions for BlackRock, KKR, Carlyle, Centerview, and 40% of the world’s largest asset managers. Our flagship product, Matrix, delivers industry-leading accuracy, speed, and transparency in AI-driven analysis. It is trusted to help manage over $15 trillion in assets globally. We deliver the intelligence that..."
org-affirm,Affirm,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/affirm,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=2,200 Employees | location=7 Offices | jobs_count=1 | tags=big data,fintech,mobile,payments,financial services | description=At Affirm, we help people say yes to the things that matter with flexible, transparent ways to pay over time. No hidden fees, no compound interest, and no fine print—just a smarter way to spend."
org-servicenow,ServiceNow,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/servicenow,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=29,000 Employees | location=75 Offices | jobs_count=1 | tags=artificial intelligence,cloud,hr tech,information technology,productivity,software,automation | description=As the AI platform for business transformation, we're putting AI to work across organizations — freeing people for work that matters. Making old tech work with new tech. Reaching across departments, from the front office to the back office and every office in between. Our ambition? To become the AI defining enterprise software company of the 21st century (or ""AI..."
org-blacksmith,Blacksmith,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/blacksmith,2026-05-28T19:00:19+00:00,2026-05-28T19:00:19+00:00,"team_size=7 Employees | location=2 Offices | jobs_count=1 | tags=information technology,software | description=Blacksmith is the fastest way to run your GitHub Action workflows. We orchestrate your workflows over our fleet of bare-metal gaming CPUs with your build caches co-located right next to your CI jobs. All it takes is a one-line code change. Get started with Blacksmith https://docs.blacksmith.sh/getting-started/quickstart"
org-revolut,Revolut,company,jobs;resume_generator;pre_apply,Pre-apply outreach,"Dubai, United Arab Emirates, Lisbon, Portugal, London, United Kingdom, Madrid, Spain, Porto - Remote, Portugal, Portugal - Remote, Portugal, Spain, Spain, Spain - Remote, Spain, UAE - Remote, United Arab Emirates, UK - Remote, United Kingdom",,,other,https://www.revolut.com/en-US/careers/position/9bb26c86-9461-4e89-a460-7dc9a067b018/,2026-05-28T19:01:17+00:00,2026-05-28T19:01:17+00:00,Imported from ResumeGenerator v1 jobs.xlsx | latest_resume_status=queued | latest_date_found=2026-05-29
org-parrative-ai,Parrative AI,company,jobs;resume_generator;pre_apply,Pre-apply outreach,"Saint Johns, FL (Remote)",,,linkedin_job,https://www.linkedin.com/jobs/view/4420471614/,2026-05-28T19:01:17+00:00,2026-05-28T19:01:17+00:00,Imported from ResumeGenerator v1 jobs.xlsx | latest_resume_status=queued | latest_date_found=2026-05-29
org-keysight-technologies,Keysight Technologies,company,referrals;linkedin,Outreach in progress,,,,linkedin,https://www.linkedin.com/search/results/people/,2026-05-28T19:38:30+00:00,2026-05-28T19:38:30+00:00,LinkedIn outreach send results tracked from invite-send-batch artifact.
org-huscarl,Huscarl,startup,yc;startup;sf;hiring,Researching,San Francisco,,,yc_directory,https://www.ycombinator.com/companies/huscarl,2026-06-01T16:13:04+00:00,2026-06-01T16:13:04+00:00,"batch=P2026 | team_size=2 employees | location=San Francisco | jobs_count=1 | description=Huscarl solves the inefficiencies of the $1T USD corporate insurance market through technology. We’re backed by Y Combinator and operate in the US and Europe. Most companies are overinsured in some areas and underinsured in others, leading to bad protection and use of their money. Our approach helps large companies ($50M+ turnover) save -30% premiums for improved coverage and manage their own risks like an insurance company would. As an AI-native firm, we’re assembling a small team of elite individuals empowered with extreme AI leverage."
org-identity-digital,Identity Digital,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/identity-digital,2026-06-01T16:13:05+00:00,2026-06-01T16:13:05+00:00,"team_size=240 Employees | location=7 Offices | jobs_count=1 | tags=consumer web,ecommerce,internet of things | description=Our Mission: Create a world where everyone has an authentic digital identity. Identity Digital is an internet infrastructure company that makes sure web addresses work seamlessly. If we do our job right, we are invisible to the user. We have the world’s largest portfolio of nearly 300 TLDs like .info, .pro, .world, which lets people and businesses build, market, and own..."
org-parsec-automation,Parsec Automation,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/parsec-automation-corp,2026-06-01T16:13:05+00:00,2026-06-01T16:13:05+00:00,"team_size=99 Employees | location=2 Offices | jobs_count=1 | tags=artificial intelligence,information technology,internet of things,software,analytics,automation,manufacturing | description=Parsec Automation, LLC (Parsec) is a trailblazing creator and provider of manufacturing operations management software. Consistently recognized by organizations like Gartner and IDC and a winner of numerous awards, including the Data Breakthrough Awards, American Business, and Best in Biz, Parsec exemplifies leadership in the dynamic, fast-paced manufacturing sector. With global manufacturers leveraging its innovative TrakSYS™ platform to tackle even the most complex manufacturing challenges, Parsec’s..."
org-hrl-laboratories,HRL Laboratories,company,built_in;la;companies,Researching,Los Angeles,,,startup_directory,https://www.builtinla.com/company/hrl-laboratories,2026-06-01T16:13:05+00:00,2026-06-01T16:13:05+00:00,"team_size=850 Employees | location=4 Offices | jobs_count=1 | tags=artificial intelligence,hardware,software,nanotechnology,semiconductor,quantum computing,defense | description=HRL Laboratories, LLC, Malibu, California, (hrl.com) pioneers the next frontiers of physical and information science. Delivering transformative technologies in automotive, aerospace and defense, HRL advances the critical missions of its customers. As a private company owned jointly by Boeing and GM, HRL is a source of innovations that advance the state of the art in profound and far-reaching ways."
org-datadog,Datadog,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/datadog,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=6,500 Employees | location=16 Offices | jobs_count=1 | tags=artificial intelligence,cloud,security,software,cybersecurity | description=Datadog (NASDAQ: DDOG) is a global SaaS business, delivering a rare combination of growth and profitability. We are on a mission to break down silos and solve complexity in the cloud age by enabling digital transformation, cloud migration, and infrastructure monitoring of our customers' entire technology stacks. Built by engineers, for engineers, Datadog is used by organizations of all sizes..."
org-capital-one,Capital One,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/capital-one,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=55,000 Employees | location=14 Offices | jobs_count=1 | tags=fintech,machine learning,payments,software,financial services | description=At Capital One, we think and work like a tech company, using our digital fluency to transform everything about the customer experience. We’re bending data to our will, and turning a stodgy industry on its head. That’s reflected in our ranking as the number one business technology innovator in the U.S. in the 2016 InformationWeek Elite 100."
org-monte-carlo,Monte Carlo,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/monte-carlo,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=221 Employees | location=11 Offices | jobs_count=1 | tags=big data,cloud,software,generative ai,big data analytics | description=As businesses increasingly rely on data and AI to power digital products and drive better decision-making, it's mission-critical that this data is accurate and reliable. Monte Carlo, the data + AI observability leader, is the creator of the industry's first end-to-end Data & AI Observability platform. Our mission is to enable the world's enterprises to adopt trusted AI. In 2025, Monte..."
org-vsco,VSCO,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/vsco,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=110 Employees | location=Fully Remote | jobs_count=1 | tags=digital media,mobile,productivity,social media,software | description=VSCO is on a mission to champion photographers so they can make it. We place human creativity at the heart of new technology. Our editing and business tools honor and elevate the timelessness of the creative process while enabling our members to find community and success in exciting and innovative ways. VSCO maintains a rich and authentic creative environment that serves..."
org-zeta-global,Zeta Global,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/zeta-global,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=2,429 Employees | location=13 Offices | jobs_count=1 | tags=adtech,artificial intelligence,marketing tech,software,analytics | description=Zeta Global (NYSE: ZETA) is the AI Marketing Cloud that leverages advanced artificial intelligence (AI) and trillions of consumer signals to make it easier for marketers to acquire, grow, and retain customers more efficiently. Through the Zeta Marketing Platform (ZMP), our vision is to make sophisticated marketing simple by unifying identity, intelligence, and omnichannel activation into a single platform –..."
org-mongodb,MongoDB,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/mongodb,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=5,550 Employees | location=14 Offices | jobs_count=1 | tags=big data,cloud,software,database | description=The database market is big. How big? Well, according to IDC, it’ll reach $153 billion by 2027. And MongoDB is at the forefront of that innovation with thousands of customers across the globe. We empower developers and businesses to build and deploy the applications they want, wherever they want."
org-forge,Forge,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/forge,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=320 Employees | location=3 Offices | jobs_count=1 | tags=fintech,financial services | description=At Forge (NYSE: FRGE), we know our team is our greatest asset. As technology innovators in the private market, our vision is to deliver a richer future for everyone. We live that vision through our values of being bold, humble and accountable. We experience the value that our vision brings to the world every day, helping the teams behind the..."
org-goodrx,GoodRx,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/goodrx,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=800 Employees | location=3 Offices | jobs_count=1 | tags=consumer web,coupons,healthtech,social impact,pharmaceutical | description=GoodRx is America’s healthcare marketplace. Each month, millions of people visit goodrx.com to find reliable health information and discounts for their healthcare — and we’ve helped people save $35 billion since 2011. We provide prescription discounts that are accepted at more than 70,000 pharmacies in the U.S., as well as telehealth services including doctor visits and lab tests. Our goal is..."
org-notion,Notion,company,built_in;sf;companies,Researching,San Francisco,,,startup_directory,https://www.builtinsf.com/company/notion,2026-06-01T16:13:06+00:00,2026-06-01T16:13:06+00:00,"team_size=1,000 Employees | location=6 Offices | jobs_count=1 | tags=artificial intelligence,productivity,software | description=Notion blends your everyday work tools into one. Product roadmap? Company wiki? Meeting notes? With Notion, they're all in one place, and totally customizable to meet the needs of any workflow. It's the all-in-one workspace for you, your team, and your whole company. Mission: We humans are toolmakers by nature, but most of us can't build or modify the software we..."
